stock,time,price,shares
LPSN,09:30:00.08,14.87,78
LSI,09:30:00.08,11.01,900
CAMBU,09:30:00.08,10.04,119
CAMBU,09:30:00.08,10.04,119
RAIL,09:30:00.08,26.49,581
RAIL,09:30:00.08,26.49,581
QQQ,09:30:00.08,87.55,300
ROIC,09:30:00.08,14.29,69
QQQ,09:30:00.08,87.55,4000
QADA,09:30:00.08,17.44,1779
QADA,09:30:00.08,17.44,1779
QQQ,09:30:00.08,87.55,800
QQQ,09:30:00.08,87.55,300
QQQ,09:30:00.08,87.55,100
QQQ,09:30:00.08,87.55,100
QQQ,09:30:00.08,87.55,100
QQQ,09:30:00.08,87.55,800
QQQ,09:30:00.08,87.55,200
QQQ,09:30:00.08,87.55,300
QQQ,09:30:00.08,87.56,100
QQQ,09:30:00.08,87.56,700
SHOR,09:30:00.08,9.33,21898
SHOR,09:30:00.08,9.33,21898
NUVA,09:30:00.08,32.15,2277
ARL,09:30:00.08,5.13,100
ARE.PR.E,09:30:00.08,21.2,2200
ASC,09:30:00.08,15.41,3000
ARP,09:30:00.08,20.49,2079
ATU,09:30:00.08,36.62,3654
BFZ,09:30:00.08,13.66,3986
BBG,09:30:00.08,26.72,4119
BG,09:30:00.08,81.71,5661
BCF,09:30:00.08,8.65,18671
BKD,09:30:00.08,27.11,2685
BKS,09:30:00.08,14.96,5109
BBK,09:30:00.08,13.78,1912
BNJ,09:30:00.08,13.15,1443
BCS,09:30:00.08,18.1,800
AVB,09:30:00.08,118.25,100
AMRE,09:30:00.08,16.71,502
ARCO,09:30:00.08,12.12,9540
ATLS,09:30:00.08,47.05,2462
HMPR,09:30:00.08,1.74,357
HMPR,09:30:00.08,1.74,357
SLW,09:30:00.08,20.71,800
SLW,09:30:00.08,20.71,800
NATI,09:30:00.08,31.25,625
AVB,09:30:00.08,118.25,27
ARDC,09:30:00.08,17.99,12003
ASH,09:30:00.08,96.75,100
AWI,09:30:00.08,57.56,3410
AVY,09:30:00.08,50.09,7498
T,09:30:00.08,35.24,1000
SSO,09:30:00.08,101.76,100
SSO,09:30:00.08,101.76,200
SSO,09:30:00.08,101.75,100
SSO,09:30:00.08,101.78,100
SSO,09:30:00.08,101.78,300
SSO,09:30:00.08,101.75,100
SSO,09:30:00.08,101.78,100
SSO,09:30:00.08,101.75,100
SSO,09:30:00.08,101.75,200
SSO,09:30:00.08,101.75,200
ERX,09:30:00.08,88.2,100
EFA,09:30:00.08,66.2,56
FBNK,09:30:00.08,16.19,2894
FBNK,09:30:00.08,16.19,2894
FSBW,09:30:00.08,17.19,695
FMC,09:30:00.08,75.3,3
EV,09:30:00.08,42.51,2
CCK,09:30:00.08,44.45,9886
BYD,09:30:00.08,11.24,6589
C,09:30:00.08,52.02,2
CBS,09:30:00.08,63.25,25559
BSBR,09:30:00.08,5.88,900
CBS,09:30:00.08,63.22,73
BSE,09:30:00.08,12.05,1441
BSBR,09:30:00.08,5.88,1800
CCL,09:30:00.08,39.62,400
BRSS,09:30:00.08,16.54,275
IWM,09:30:00.08,115.08,100
IWM,09:30:00.08,115.09,100
IWM,09:30:00.08,115.08,100
IWM,09:30:00.08,115.08,100
IJH,09:30:00.08,133.44,900
IWM,09:30:00.08,115.1,100
IWM,09:30:00.08,115.11,400
IWM,09:30:00.08,115.1,1000
IWM,09:30:00.08,115.1,1000
IWM,09:30:00.08,115.1,2000
IWM,09:30:00.08,115.1,598
IWM,09:30:00.08,115.1,402
IJH,09:30:00.08,133.44,200
IWM,09:30:00.08,115.1,1000
IWM,09:30:00.08,115.11,300
IWM,09:30:00.08,115.1,1000
IWM,09:30:00.08,115.1,202
VEA,09:30:00.08,41.22,600
VEU,09:30:00.08,50.06,32
URTY,09:30:00.08,88.06,50
DEO,09:30:00.08,131.38,200
DEO,09:30:00.08,131.38,100
DEO,09:30:00.08,131.38,100
CX,09:30:00.08,11.85,2
DHI,09:30:00.08,21.78,200
DHI,09:30:00.08,21.78,100
DHI,09:30:00.08,21.79,100
SDS,09:30:00.08,29.9,300
SDS,09:30:00.08,29.88,1900
SDS,09:30:00.08,29.88,1000
SDS,09:30:00.08,29.88,1600
SDS,09:30:00.08,29.89,200
SDS,09:30:00.08,29.89,1600
QLD,09:30:00.08,98.72,100
ATW,09:30:00.08,53.23,8763
AXE,09:30:00.08,89.35,1892
ARG,09:30:00.08,111.75,10147
ARH.PR.C,09:30:00.08,22.86,965
XOM,09:30:00.08,100.18,100
XOM,09:30:00.08,100.23,100
XLE,09:30:00.08,87.98,200
FTR,09:30:00.08,4.65,100
FUEL,09:30:00.08,61.21,1211
FUEL,09:30:00.08,61.21,1211
GLADP,09:30:00.08,25.53,190
GLADP,09:30:00.08,25.53,190
GDX,09:30:00.08,21.58,100
GS,09:30:00.08,176.98,100
GS,09:30:00.08,177,37
GS,09:30:00.08,177,100
BGT,09:30:00.08,13.96,11320
BQR,09:30:00.08,7.83,6092
BBX,09:30:00.08,15.62,279
BBG,09:30:00.08,26.71,100
BEN,09:30:00.08,57.33,32878
BAC,09:30:00.08,15.69,14600
BKK,09:30:00.08,15.72,685
BOE,09:30:00.08,14.89,12270
BCS,09:30:00.08,18.1,1298
BLOX,09:30:00.08,32.8,100
CMCSA,09:30:00.08,51.8,100
CTXS,09:30:00.08,63.03,100
KMI,09:30:00.08,35.99,100
LFL,09:30:00.08,15.95,300
LFL,09:30:00.08,15.95,2
PPLT,09:30:00.08,135.98,100
MVV,09:30:00.08,126.14,500
MVV,09:30:00.08,126.16,200
MVV,09:30:00.08,126.16,100
AGCO,09:30:00.08,58.94,117
ABC,09:30:00.08,70.28,32
AHT,09:30:00.08,8.23,3100
ALK,09:30:00.08,73.33,5325
ALLY.PR.B,09:30:00.08,26.95,21487
AI,09:30:00.08,26.39,1919
ALLY.PR.A,09:30:00.08,26.7,100
AIV,09:30:00.08,25.9,5152
AJG,09:30:00.08,46.67,294
WTBA,09:30:00.08,15.81,786
WTBA,09:30:00.08,15.81,786
WFC,09:30:00.08,45.16,400
NVX,09:30:00.08,12.76,1800
AXLL,09:30:00.08,47.15,4697
AXL,09:30:00.08,20.38,9063
AYR,09:30:00.08,19.21,15745
AVK,09:30:00.08,18.52,6894
AXS.PR.C,09:30:00.08,23.47,501
AVX,09:30:00.08,13.85,1630
AWI,09:30:00.08,57.25,158
ARE,09:30:00.08,63.34,2307
DRYS,09:30:00.08,4.38,1000
DRYS,09:30:00.08,4.38,100
DRYS,09:30:00.08,4.38,500
DRYS,09:30:00.08,4.38,100
EEFT,09:30:00.08,47.41,193
EEFT,09:30:00.08,47.41,202
EEFT,09:30:00.08,47.41,178
EEFT,09:30:00.08,47.41,324
AWK,09:30:00.08,42.01,16722
TQQQ,09:30:00.08,122.38,200
TQQQ,09:30:00.08,122.37,100
TQQQ,09:30:00.08,122.41,200
SPY,09:30:00.08,183.97,600
SPY,09:30:00.08,183.97,500
SPY,09:30:00.08,183.97,400
SPY,09:30:00.08,183.97,300
SPY,09:30:00.08,183.97,100
SPY,09:30:00.08,183.98,100
SPY,09:30:00.08,183.97,100
SPY,09:30:00.08,183.96,200
SPXU,09:30:00.08,15.25,2000
SPY,09:30:00.08,183.96,400
SPXU,09:30:00.08,15.25,1600
SPXU,09:30:00.08,15.26,200
SPY,09:30:00.08,183.95,800
SPY,09:30:00.08,183.95,876
SPY,09:30:00.08,183.98,500
SPY,09:30:00.08,183.97,400
SPY,09:30:00.08,183.97,500
DD,09:30:00.08,64.24,100
ARU,09:30:00.08,24.93,1690
ARY,09:30:00.08,25.31,104
AYI,09:30:00.08,109.22,2016
AWC,09:30:00.08,3.97,2004
APA,09:30:00.08,85.82,26777
AWR,09:30:00.08,28.73,1395
ARC,09:30:00.08,8.23,3838
ATO,09:30:00.08,45.34,5103
VEA,09:30:00.08,41.22,200
VEA,09:30:00.08,41.22,800
UWM,09:30:00.08,84.82,100
C.PR.C,09:30:00.08,21.1,1000
CVS,09:30:00.08,71.16,100
CVS,09:30:00.08,71.16,100
CVS,09:30:00.08,71.21,12
CMI,09:30:00.08,140.36,1
CPA,09:30:00.08,159.11,94
CPA,09:30:00.08,159.11,94
GPS,09:30:00.08,39.09,100
MMM,09:30:00.08,137.93,71
LMT,09:30:00.08,147.03,200
LMT,09:30:00.08,147.03,200
LMT,09:30:00.08,147,100
TZA,09:30:00.08,17.09,100
TZA,09:30:00.08,17.09,2
TZA,09:30:00.08,17.09,400
TNA,09:30:00.08,76.87,100
TNA,09:30:00.08,76.86,500
TNA,09:30:00.08,76.86,100
TNA,09:30:00.08,76.85,100
TNA,09:30:00.08,76.86,200
TNA,09:30:00.08,76.86,300
TZA,09:30:00.08,17.09,200
TNA,09:30:00.08,76.84,100
TNA,09:30:00.08,76.88,100
TNA,09:30:00.08,76.88,200
TNA,09:30:00.08,76.89,100
BBG,09:30:00.08,26.98,100
BME,09:30:00.08,35.17,1078
BCX,09:30:00.08,11.51,11409
BAC,09:30:00.08,15.69,700
BEN,09:30:00.08,57.33,100
BLOX,09:30:00.08,32.75,100
BBW,09:30:00.08,7.59,1102
BEP,09:30:00.08,26.33,200
BHP,09:30:00.08,67.39,100
BHP,09:30:00.08,67.39,100
BHP,09:30:00.08,67.4,200
BHP,09:30:00.08,67.37,100
BHP,09:30:00.08,67.35,100
BBT,09:30:00.08,37.11,100
TNA,09:30:00.08,76.89,100
JOEZ,09:30:00.08,1.1,11222
JOEZ,09:30:00.08,1.1,11222
LGND,09:30:00.08,52.45,1746
LGND,09:30:00.08,52.45,1746
LLTC,09:30:00.08,45.48,100
LLTC,09:30:00.08,45.49,74
NVO,09:30:00.08,184.63,200
NVO,09:30:00.08,184.62,100
OIBR,09:30:00.08,1.54,1000
OIBR,09:30:00.08,1.54,100
OIBR,09:30:00.08,1.53,1900
OIBR,09:30:00.08,1.53,1900
BTA,09:30:00.08,10.18,12454
BWC,09:30:00.08,34,15566
C,09:30:00.08,52.01,100
C,09:30:00.08,52.01,200
CAT,09:30:00.08,90.36,100
DD,09:30:00.08,64.24,100
DBC,09:30:00.08,25.54,11
DIA,09:30:00.08,164.79,200
DIA,09:30:00.08,164.79,400
DIA,09:30:00.08,164.8,1100
DIA,09:30:00.08,164.81,400
DIA,09:30:00.08,164.82,1000
DIA,09:30:00.08,164.78,200
DIA,09:30:00.08,164.81,200
DIA,09:30:00.08,164.8,1500
DIA,09:30:00.08,164.8,600
DIA,09:30:00.08,164.8,100
GSK,09:30:00.08,52.89,400
GSK,09:30:00.08,52.88,400
HPQ,09:30:00.08,27.88,100
HPQ,09:30:00.08,27.89,900
HPQ,09:30:00.08,27.89,500
HPQ,09:30:00.08,27.9,300
HPQ,09:30:00.08,27.9,700
HPQ,09:30:00.08,27.88,100
GS,09:30:00.08,176.95,1
GRA,09:30:00.08,98.24,3
LMT,09:30:00.08,147,100
LMT,09:30:00.08,147.05,100
PHM,09:30:00.08,20.27,100
BCV,09:30:00.08,18.46,139
BFY,09:30:00.08,12.67,1137
BGI,09:30:00.08,1.56,250
BHB,09:30:00.08,39.69,300
BKJ,09:30:00.08,13.44,400
SVM,09:30:00.08,2.38,100
SVM,09:30:00.08,2.38,200
SVM,09:30:00.08,2.38,200
SVM,09:30:00.08,2.39,100
SVM,09:30:00.08,2.38,200
FSBW,09:30:00.08,17.19,695
CPA,09:30:00.08,159.11,94
TQQQ,09:30:00.08,122.42,2
TQQQ,09:30:00.08,122.4,100
TQQQ,09:30:00.08,122.4,100
TQQQ,09:30:00.08,122.39,200
IVAN,09:30:00.08,0.63,19602
IVAN,09:30:00.08,0.63,19602
ASIA,09:30:00.08,11.94,1766
ASIA,09:30:00.08,11.94,1766
AMZN,09:30:00.08,399.08,68
AMZN,09:30:00.08,399.07,32
AMRN,09:30:00.08,1.98,100
AMRN,09:30:00.08,1.98,29
BLE,09:30:00.08,13.16,7750
BLJ,09:30:00.08,13.38,1122
MS,09:30:00.08,31.3,2300
CAT,09:30:00.08,90.36,400
CAT,09:30:00.08,90.37,100
C,09:30:00.08,52.01,200
TZA,09:30:00.10,17.1,200
TZA,09:30:00.10,17.09,200
TZA,09:30:00.10,17.09,300
UDOW,09:30:00.10,111.59,100
TNA,09:30:00.10,76.83,100
UDOW,09:30:00.10,111.59,100
AZC,09:30:00.10,1.42,600
ASM,09:30:00.10,1.18,600
ATL,09:30:00.10,0.57,1093
SPY,09:30:00.10,183.96,300
SPY,09:30:00.10,183.96,100
SPY,09:30:00.10,183.96,300
XLNX,09:30:00.10,46.62,9
ZU,09:30:00.10,41.95,950
XLNX,09:30:00.10,46.61,491
XLNX,09:30:00.10,46.61,100
XLNX,09:30:00.10,46.61,100
SPY,09:30:00.10,183.96,100
SPY,09:30:00.10,183.96,200
SPY,09:30:00.10,183.95,100
SPY,09:30:00.10,183.95,300
SPY,09:30:00.10,183.95,100
SPY,09:30:00.10,183.94,400
SPY,09:30:00.10,183.94,100
SPY,09:30:00.10,183.93,500
SPY,09:30:00.10,183.93,25
SPY,09:30:00.10,183.92,200
SPY,09:30:00.10,183.93,400
SPY,09:30:00.10,183.93,600
SPY,09:30:00.10,183.93,300
SPY,09:30:00.10,183.93,400
SINA,09:30:00.10,84.21,122
SINA,09:30:00.10,84.23,100
SINA,09:30:00.10,84.25,70
SBUX,09:30:00.10,78.35,100
SBUX,09:30:00.10,78.35,18
HOLX,09:30:00.10,22.34,44
HERO,09:30:00.10,6.53,25567
HERO,09:30:00.10,6.53,25567
HCKT,09:30:00.10,6.17,1313
HCKT,09:30:00.10,6.17,1313
AEZS,09:30:00.10,1.4,100
IWM,09:30:00.10,115.1,115
IWM,09:30:00.10,115.09,1000
IWM,09:30:00.10,115.1,300
IWM,09:30:00.10,115.1,400
IWM,09:30:00.10,115.1,300
IWM,09:30:00.10,115.1,100
TQQQ,09:30:00.10,122.37,100
TQQQ,09:30:00.10,122.36,100
SPY,09:30:00.10,183.93,300
SPY,09:30:00.10,183.92,400
SPY,09:30:00.10,183.93,100
SPY,09:30:00.10,183.92,400
SPY,09:30:00.10,183.93,600
SPY,09:30:00.10,183.92,100
SPY,09:30:00.10,183.92,600
SPY,09:30:00.10,183.93,500
SPY,09:30:00.10,183.92,1200
SPY,09:30:00.10,183.92,300
SPY,09:30:00.10,183.93,100
SPY,09:30:00.10,183.93,400
SPY,09:30:00.10,183.93,300
SPY,09:30:00.10,183.92,400
SPY,09:30:00.10,183.92,400
SPY,09:30:00.10,183.92,100
SPY,09:30:00.10,183.92,500
IWM,09:30:00.10,115.1,148
IWM,09:30:00.10,115.09,652
IJH,09:30:00.10,133.46,600
IWM,09:30:00.10,115.09,100
IVV,09:30:00.10,185.04,200
IWM,09:30:00.10,115.1,100
IWM,09:30:00.10,115.1,100
IWM,09:30:00.10,115.1,1700
LSI,09:30:00.10,11.01,309
LSI,09:30:00.10,11.01,391
LSI,09:30:00.10,11.01,509
MKTG,09:30:00.10,27.32,100
MKTG,09:30:00.10,27.31,29
LSI,09:30:00.10,11.01,100
MKSI,09:30:00.10,29.85,446
SPY,09:30:00.10,183.92,400
SPY,09:30:00.10,183.92,300
SPY,09:30:00.10,183.92,4500
SPY,09:30:00.10,183.94,1001
SPY,09:30:00.10,183.92,200
SPY,09:30:00.10,183.92,300
SPY,09:30:00.10,183.975,500
SPY,09:30:00.10,183.92,200
SPY,09:30:00.10,183.92,600
SPY,09:30:00.10,183.93,800
SPY,09:30:00.10,183.92,100
SPY,09:30:00.10,183.92,500
SPY,09:30:00.10,183.93,100
SPY,09:30:00.10,183.92,200
WFC,09:30:00.10,45.11,200
PPLT,09:30:00.10,135.98,60
URTY,09:30:00.10,88.06,50
VIXY,09:30:00.10,28.97,800
UVXY,09:30:00.10,17.27,200
SDS,09:30:00.10,29.89,300
SCO,09:30:00.10,32.65,25
SSO,09:30:00.10,101.75,200
SSO,09:30:00.10,101.75,200
XLNX,09:30:00.10,46.61,200
XLNX,09:30:00.10,46.61,100
XLE,09:30:00.10,87.99,167
XOM,09:30:00.10,100.1,68
FNV,09:30:00.10,41.2,100
FNV,09:30:00.10,41.36,100
FNV,09:30:00.10,41.35,100
FNV,09:30:00.10,41.35,115
FNV,09:30:00.10,41.35,100
FNV,09:30:00.10,41.35,185
FNV,09:30:00.10,41.33,100
FNV,09:30:00.10,41.33,100
FRO,09:30:00.10,3.74,600
LQD,09:30:00.10,114.285,185
LMT,09:30:00.10,146.99,72
MHFI,09:30:00.10,77.38,100
MHFI,09:30:00.10,77.44,100
MHFI,09:30:00.10,77.35,100
MHFI,09:30:00.10,77.39,100
LPX,09:30:00.10,18.47,100
LNKD,09:30:00.10,213.99,1
LNKD,09:30:00.10,214,99
MHFI,09:30:00.10,77.39,200
LMT,09:30:00.10,146.82,100
MHFI,09:30:00.10,77.35,200
MHFI,09:30:00.10,77.39,100
MHFI,09:30:00.10,77.38,100
SPY,09:30:00.10,183.98,6000
SPY,09:30:00.10,183.92,200
SPY,09:30:00.10,183.99,1000
EFA,09:30:00.10,66.23,372
EFA,09:30:00.10,66.23,123
EFA,09:30:00.10,66.23,495
EFA,09:30:00.10,66.2,2800
ENB,09:30:00.10,43.57,200
ENB,09:30:00.10,43.57,200
ENB,09:30:00.10,43.56,100
EQR,09:30:00.10,51.74,100
EMC,09:30:00.10,25.03,400
EMC,09:30:00.10,25.03,400
EMC,09:30:00.10,25.02,500
EMC,09:30:00.10,25.01,100
EBR,09:30:00.10,2.42,600
EBR,09:30:00.10,2.42,100
EBR,09:30:00.10,2.42,600
EBR,09:30:00.10,2.42,300
SWK,09:30:00.10,80.56,100
SWK,09:30:00.10,80.57,100
SWK,09:30:00.10,80.52,3
TCK,09:30:00.10,25.79,100
AYI,09:30:00.10,108.27,1
AYI,09:30:00.10,108.39,100
ATW,09:30:00.10,53.1,20
ATW,09:30:00.10,53.05,180
AMC,09:30:00.10,20.62,3403
AXE,09:30:00.10,89.17,100
ALV,09:30:00.10,90.77,1
AXE,09:30:00.10,89.16,28
KSU,09:30:00.10,123.4,2
JPM,09:30:00.10,58.22,1408
JPM,09:30:00.10,58.24,300
KGC,09:30:00.10,4.45,200
KGC,09:30:00.10,4.45,300
KGC,09:30:00.10,4.45,700
WFC,09:30:00.10,45.15,3000
WFC,09:30:00.10,45.15,69
WFC,09:30:00.10,45.16,100
FRO,09:30:00.10,3.74,2092
FRO,09:30:00.10,3.74,200
FRO,09:30:00.10,3.74,308
CPST,09:30:00.10,1.28,39934
CPST,09:30:00.10,1.28,39934
CTAS,09:30:00.10,59.25,100
CVS,09:30:00.10,71.22,88
CVS,09:30:00.10,71.2,12
CVS,09:30:00.10,71.2,88
MHFI,09:30:00.10,77.38,100
MAC,09:30:00.10,58.64,2
ING,09:30:00.10,13.86,500
ING,09:30:00.10,13.86,300
IWM,09:30:00.10,115.11,2000
IWM,09:30:00.10,115.11,800
IWM,09:30:00.10,115.11,200
IWM,09:30:00.10,115.1,100
IWM,09:30:00.10,115.1,100
IWM,09:30:00.10,115.11,200
LLTC,09:30:00.10,45.49,26
PRSC,09:30:00.10,25.6,674
PRSC,09:30:00.10,25.6,674
PAYX,09:30:00.10,45.43,100
PLUG,09:30:00.10,2.06,100
PLUG,09:30:00.10,2.06,100
QQQ,09:30:00.10,87.56,2200
QQQ,09:30:00.10,87.56,100
CMRX,09:30:00.10,15,766
CMRX,09:30:00.10,15,766
CMCSK,09:30:00.10,49.69,35
CME,09:30:00.10,77.93,55
SLXP,09:30:00.10,89.8,53
SPLS,09:30:00.10,15.9,100
EBAY,09:30:00.10,54.97,100
EBAY,09:30:00.10,54.98,6
GOOG,09:30:00.10,1115.5,100
FTR,09:30:00.10,4.66,100
FTR,09:30:00.10,4.65,100
MOBI,09:30:00.10,3.73,2900
MOBI,09:30:00.10,3.73,2900
LLTC,09:30:00.10,45.49,100
LINTA,09:30:00.10,29.21,100
RUK,09:30:00.10,59.52,500
SID,09:30:00.10,6.06,800
SID,09:30:00.10,6.06,1500
